Date,Time,Type,Wind,Pressure,Latitude(°N),Longitude(°E),Humidity(%),Temperature(°C),Visibility(km),Precipitation(mm),SST(°C),Storm Surge(m),Wave Height(m),Air Density(kg/m³)
18-Nov,12:00,Extremely Severe Cyclonic Storm,216,1003,19.1,76.6,97,16,9,67,17,1.2,1.1,1.225
18-Nov,12:00,Disturbance,85,980,12.1,77.3,98,11,14,6,10,0.7,1.2,1.225
18-Nov,12:00,Very Severe Cyclonic Storm,127,979,16.0,74.8,84,8,11,56,20,0.2,1.4,1.225
18-Nov,12:00,Disturbance,155,950,18.6,83.3,98,18,4,60,10,1.4,0.1,1.225
19-Nov,0:00,Very Severe Cyclonic Storm,181,952,19.0,75.7,80,11,1,3,26,0.5,1.3,1.225
19-Nov,0:00,Depression,69,965,15.3,75.6,84,4,12,36,21,0.8,0.2,1.225
19-Nov,0:00,Very Severe Cyclonic Storm,39,974,10.4,79.7,99,7,1,85,11,0.3,0.5,1.225
19-Nov,0:00,Very Severe Cyclonic Storm,213,990,13.8,78.6,98,23,13,27,24,1.1,1.3,1.225
20-Nov,6:00,Depression,104,965,12.1,81.2,83,9,5,70,16,1.2,1.8,1.225
20-Nov,0:00,Disturbance,114,975,15.2,76.4,99,8,10,15,17,0.6,1.9,1.225
20-Nov,18:00,Severe Cyclonic Storm,152,985,16.3,73.6,81,15,9,29,27,0.6,1.1,1.225
20-Nov,12:00,Cyclonic Storm,58,948,8.7,80.4,80,26,2,99,12,1.4,2.0,1.225
21-Nov,0:00,Cyclonic Storm,163,982,14.2,84.9,98,7,14,9,19,1.3,1.2,1.225
21-Nov,0:00,Extremely Severe Cyclonic Storm,132,959,10.6,81.9,81,18,3,76,21,0.4,1.4,1.225
21-Nov,18:00,Very Severe Cyclonic Storm,156,1003,15.0,75.1,86,22,5,88,21,0.3,1.9,1.225
21-Nov,18:00,Extremely Severe Cyclonic Storm,170,954,14.7,84.8,76,18,12,49,17,1.2,0.2,1.225
22-Nov,18:00,Extremely Severe Cyclonic Storm,103,969,10.8,83.5,83,18,8,86,17,1.4,1.2,1.225
22-Nov,0:00,Very Severe Cyclonic Storm,35,949,12.4,78.8,85,24,12,82,20,0.9,0.5,1.225
22-Nov,6:00,Low Pressure Area,153,952,11.2,82.6,75,26,1,76,27,1.3,1.4,1.225
22-Nov,0:00,Cyclonic Storm,112,937,12.9,73.4,91,23,8,67,13,0.8,0.9,1.225
23-Nov,0:00,Extremely Severe Cyclonic Storm,43,979,13.1,73.8,96,20,2,40,10,0.6,0.7,1.225
23-Nov,6:00,Cyclonic Storm,45,981,19.5,77.0,81,21,2,14,17,0.9,0.6,1.225
23-Nov,6:00,Disturbance,162,989,17.8,82.1,79,11,6,88,14,0.7,0.7,1.225
23-Nov,12:00,Cyclonic Storm,58,961,10.5,74.8,81,24,5,1,23,0.7,0.5,1.225
24-Nov,6:00,Very Severe Cyclonic Storm,155,960,9.7,74.6,98,26,3,18,17,0.3,0.3,1.225
24-Nov,6:00,Severe Cyclonic Storm,168,997,10.6,76.9,93,22,12,97,20,1.1,0.5,1.225
24-Nov,12:00,Severe Cyclonic Storm,160,989,11.5,82.1,87,22,11,85,24,0.8,0.3,1.225
24-Nov,18:00,Disturbance,174,953,9.0,78.8,99,19,9,12,24,0.4,1.3,1.225
25-Nov,12:00,Depression,54,946,12.5,79.2,77,23,6,68,22,0.5,1.6,1.225
25-Nov,0:00,Extremely Severe Cyclonic Storm,119,1001,13.5,81.5,86,13,14,43,23,1.2,1.4,1.225
25-Nov,0:00,Disturbance,79,997,17.7,76.8,82,13,4,50,14,0.2,0.1,1.225
25-Nov,12:00,Depression,214,959,13.4,82.1,99,15,3,75,20,1.2,1.3,1.225
26-Nov,18:00,Low Pressure Area,123,953,16.3,79.9,98,16,7,41,10,0.9,1.1,1.225
26-Nov,6:00,Cyclonic Storm,158,980,12.1,83.6,82,26,12,39,14,0.8,0.4,1.225
26-Nov,6:00,Severe Cyclonic Storm,216,968,13.8,83.3,83,17,1,35,27,0.1,1.0,1.225
26-Nov,12:00,Depression,91,957,17.7,84.5,84,10,6,47,26,1.3,0.6,1.225
27-Nov,0:00,Extremely Severe Cyclonic Storm,196,990,13.3,82.1,80,5,2,66,22,0.7,1.7,1.225
27-Nov,0:00,Very Severe Cyclonic Storm,70,939,14.8,78.3,84,11,13,77,17,1.4,0.3,1.225
27-Nov,6:00,Depression,175,938,11.8,80.2,87,14,0,67,11,0.3,1.5,1.225
27-Nov,12:00,Extremely Severe Cyclonic Storm,145,983,11.6,75.9,83,23,1,13,20,0.1,0.7,1.225
28-Nov,6:00,Extremely Severe Cyclonic Storm,119,1004,16.4,80.3,81,16,10,14,13,0.5,0.4,1.225
28-Nov,0:00,Extremely Severe Cyclonic Storm,151,936,16.5,75.1,81,7,9,29,13,0.3,0.6,1.225
28-Nov,18:00,Very Severe Cyclonic Storm,79,966,18.6,74.7,83,15,6,35,21,1.3,1.3,1.225
28-Nov,12:00,Severe Cyclonic Storm,98,983,14.5,80.8,94,20,12,52,23,1.5,1.2,1.225
29-Nov,0:00,Very Severe Cyclonic Storm,120,950,16.1,80.7,76,22,2,49,23,0.3,1.6,1.225
29-Nov,18:00,Severe Cyclonic Storm,145,996,15.0,80.4,99,22,9,2,19,1.1,1.3,1.225
29-Nov,0:00,Very Severe Cyclonic Storm,167,950,9.3,77.6,90,22,11,62,19,1.2,0.9,1.225
29-Nov,18:00,Cyclonic Storm,128,972,8.6,81.3,82,4,11,6,18,0.8,1.6,1.225
30-Nov,18:00,Depression,133,1002,18.5,77.4,78,6,7,21,14,1.0,1.9,1.225
30-Nov,6:00,Depression,116,945,14.8,76.9,96,14,10,95,18,1.4,1.9,1.225
30-Nov,0:00,Depression,65,980,17.6,76.6,92,26,9,62,19,0.1,1.0,1.225
30-Nov,12:00,Low Pressure Area,109,975,10.2,77.3,92,22,1,93,15,1.1,1.3,1.225
01-Dec,0:00,Cyclonic Storm,76,981,18.2,84.6,92,23,13,37,11,1.4,0.2,1.225
01-Dec,18:00,Very Severe Cyclonic Storm,144,944,13.4,77.5,82,12,8,77,22,0.4,1.0,1.225
01-Dec,6:00,Disturbance,71,991,13.2,73.4,80,11,14,1,15,1.3,0.3,1.225
01-Dec,12:00,Very Severe Cyclonic Storm,179,946,18.3,75.9,79,21,3,20,20,0.2,1.1,1.225
02-Dec,12:00,Severe Cyclonic Storm,194,973,12.9,73.2,77,9,2,43,24,1.0,0.2,1.225
02-Dec,18:00,Cyclonic Storm,155,967,19.2,80.5,80,24,14,19,27,0.2,0.4,1.225
02-Dec,6:00,Low Pressure Area,40,965,9.8,78.4,88,20,11,56,16,0.6,2.0,1.225
02-Dec,0:00,Low Pressure Area,198,983,18.2,77.6,89,16,6,99,17,0.2,2.0,1.225
03-Dec,0:00,Severe Cyclonic Storm,71,1000,10.9,79.3,87,15,9,96,12,1.0,1.8,1.225
03-Dec,0:00,Low Pressure Area,190,980,14.2,75.0,75,19,4,33,23,0.4,1.8,1.225
03-Dec,6:00,Disturbance,110,971,18.5,74.5,87,7,12,28,24,0.9,0.8,1.225
03-Dec,12:00,Severe Cyclonic Storm,140,974,10.0,76.2,85,14,12,98,24,0.2,1.0,1.225
04-Dec,0:00,Cyclonic Storm,74,1003,18.2,84.5,85,27,8,72,10,0.9,0.1,1.225
04-Dec,6:00,Low Pressure Area,121,1004,9.8,84.7,95,12,2,28,16,1.1,0.7,1.225
04-Dec,18:00,Cyclonic Storm,106,968,16.8,79.7,90,13,10,56,11,0.3,0.9,1.225
04-Dec,12:00,Extremely Severe Cyclonic Storm,137,978,13.6,76.5,88,10,2,12,11,1.1,1.9,1.225
05-Dec,6:00,Disturbance,75,970,17.3,75.3,90,13,3,69,10,0.1,0.3,1.225
05-Dec,6:00,Cyclonic Storm,217,948,19.7,84.7,87,17,9,57,24,1.1,0.5,1.225
05-Dec,12:00,Extremely Severe Cyclonic Storm,106,976,17.6,82.5,95,24,5,17,24,1.0,1.6,1.225
05-Dec,0:00,Cyclonic Storm,172,969,18.7,79.3,97,7,14,3,24,1.4,1.7,1.225
06-Dec,0:00,Very Severe Cyclonic Storm,90,939,19.4,77.6,90,20,11,9,20,1.1,1.1,1.225
06-Dec,0:00,Severe Cyclonic Storm,140,999,14.6,83.6,89,26,5,13,22,0.8,0.6,1.225
06-Dec,6:00,Extremely Severe Cyclonic Storm,147,979,14.6,75.0,88,13,11,38,10,1.3,1.6,1.225
06-Dec,12:00,Disturbance,178,979,11.0,81.3,84,27,14,45,24,1.4,1.7,1.225
07-Dec,6:00,Disturbance,193,942,16.4,74.3,80,11,4,74,13,0.9,0.8,1.225
07-Dec,6:00,Low Pressure Area,76,966,15.5,74.6,77,13,9,13,25,0.9,1.7,1.225
07-Dec,0:00,Extremely Severe Cyclonic Storm,166,998,8.3,82.8,97,18,3,83,16,1.4,1.2,1.225
07-Dec,18:00,Low Pressure Area,37,981,9.2,76.5,99,27,6,71,18,0.2,1.3,1.225
08-Dec,12:00,Depression,127,971,9.5,76.0,78,25,7,21,27,0.4,1.7,1.225
08-Dec,18:00,Low Pressure Area,115,991,18.0,76.5,93,16,2,96,26,0.6,0.5,1.225
08-Dec,12:00,Cyclonic Storm,174,938,19.9,76.0,94,6,0,66,18,1.2,0.6,1.225
08-Dec,18:00,Severe Cyclonic Storm,153,997,17.0,79.9,76,17,13,31,19,1.4,1.9,1.225
09-Dec,6:00,Cyclonic Storm,100,984,12.3,82.5,95,7,10,95,10,0.8,0.5,1.225
09-Dec,6:00,Cyclonic Storm,103,990,13.4,82.6,98,9,0,36,16,0.8,0.8,1.225
09-Dec,6:00,Severe Cyclonic Storm,53,972,11.8,84.1,94,13,12,72,26,1.2,2.0,1.225
09-Dec,18:00,Severe Cyclonic Storm,132,945,8.9,75.3,87,7,6,66,21,0.6,1.6,1.225
10-Dec,6:00,Cyclonic Storm,117,1001,9.3,77.9,83,13,1,98,18,0.8,1.4,1.225
10-Dec,12:00,Very Severe Cyclonic Storm,194,972,14.7,79.5,84,25,2,99,12,1.0,1.3,1.225
10-Dec,12:00,Very Severe Cyclonic Storm,102,952,15.1,83.8,84,11,4,2,20,0.2,1.2,1.225
10-Dec,0:00,Cyclonic Storm,210,992,19.8,77.5,83,18,5,80,14,1.2,1.9,1.225
11-Dec,6:00,Depression,168,959,11.1,83.0,83,10,6,23,15,0.8,1.1,1.225
11-Dec,0:00,Low Pressure Area,102,938,18.6,73.5,87,5,9,2,13,0.8,0.4,1.225
11-Dec,6:00,Disturbance,49,1002,12.7,81.3,85,12,11,24,21,1.1,1.9,1.225
11-Dec,0:00,Very Severe Cyclonic Storm,178,988,10.8,82.5,76,22,9,16,20,1.0,0.1,1.225
12-Dec,0:00,Depression,45,942,12.9,81.2,96,5,1,86,16,1.0,0.1,1.225
12-Dec,18:00,Very Severe Cyclonic Storm,79,999,8.2,82.7,90,16,3,61,16,0.7,1.0,1.225
12-Dec,18:00,Severe Cyclonic Storm,43,958,14.9,74.9,84,7,2,82,13,0.7,1.6,1.225
12-Dec,12:00,Very Severe Cyclonic Storm,102,994,9.0,84.9,78,7,1,48,10,1.4,0.6,1.225
13-Dec,6:00,Severe Cyclonic Storm,132,951,16.6,84.5,85,5,10,42,14,0.8,0.6,1.225
13-Dec,12:00,Cyclonic Storm,216,994,8.3,76.7,82,7,3,32,13,1.5,0.3,1.225
13-Dec,18:00,Low Pressure Area,94,949,18.5,80.7,82,6,4,70,23,1.2,0.3,1.225
13-Dec,18:00,Severe Cyclonic Storm,70,994,9.6,77.7,89,11,6,59,20,0.7,1.1,1.225
14-Dec,0:00,Depression,35,966,18.0,78.7,93,8,5,32,24,0.9,0.5,1.225
14-Dec,18:00,Disturbance,186,952,16.2,76.4,92,23,10,1,12,1.4,1.7,1.225
14-Dec,6:00,Disturbance,55,970,8.2,75.5,81,7,8,16,15,0.2,1.1,1.225
14-Dec,18:00,Cyclonic Storm,94,1000,18.9,82.1,75,14,3,10,24,0.7,0.7,1.225
15-Dec,18:00,Depression,147,991,11.5,73.0,96,18,5,42,23,0.6,1.5,1.225
15-Dec,0:00,Disturbance,182,982,10.2,79.5,90,23,9,79,21,1.5,0.7,1.225
15-Dec,0:00,Depression,163,990,11.0,80.6,92,13,2,87,24,0.2,1.8,1.225
15-Dec,18:00,Disturbance,146,969,19.8,76.5,84,19,5,19,23,0.1,1.8,1.225
16-Dec,18:00,Low Pressure Area,156,995,12.1,77.8,79,14,4,61,14,0.9,0.2,1.225
16-Dec,18:00,Extremely Severe Cyclonic Storm,139,972,11.4,78.0,96,4,9,24,10,0.7,0.3,1.225
16-Dec,12:00,Severe Cyclonic Storm,119,956,18.5,83.2,90,5,5,31,11,1.5,0.2,1.225
16-Dec,18:00,Cyclonic Storm,178,971,10.2,74.5,91,8,8,29,23,1.4,1.2,1.225
17-Dec,12:00,Depression,179,951,13.8,77.3,76,7,10,74,20,0.5,1.3,1.225
17-Dec,18:00,Disturbance,100,939,8.7,83.6,88,7,5,36,13,0.7,0.2,1.225
17-Dec,6:00,Low Pressure Area,206,974,15.6,81.1,92,14,13,99,12,0.2,1.9,1.225
17-Dec,6:00,Severe Cyclonic Storm,185,941,14.1,78.4,99,6,12,1,12,1.3,1.1,1.225
18-Dec,18:00,Very Severe Cyclonic Storm,166,980,18.8,75.1,89,18,11,84,20,1.2,0.4,1.225
18-Dec,0:00,Cyclonic Storm,83,994,9.8,74.4,87,25,14,39,10,0.5,0.2,1.225
18-Dec,12:00,Disturbance,193,955,18.9,78.3,80,22,11,6,24,0.9,1.8,1.225
18-Dec,6:00,Very Severe Cyclonic Storm,215,952,11.7,73.9,95,21,5,75,11,1.4,0.1,1.225
19-Dec,18:00,Low Pressure Area,136,1000,11.7,83.3,91,10,11,97,10,0.2,0.8,1.225
19-Dec,12:00,Low Pressure Area,93,957,15.9,79.1,93,8,12,67,13,1.0,0.7,1.225
19-Dec,12:00,Very Severe Cyclonic Storm,173,977,14.1,73.3,94,7,10,94,15,0.3,0.7,1.225
19-Dec,6:00,Extremely Severe Cyclonic Storm,59,978,15.9,80.7,92,26,13,18,13,1.2,1.0,1.225
20-Dec,12:00,Very Severe Cyclonic Storm,156,955,15.3,74.5,92,17,1,41,14,0.1,1.4,1.225
20-Dec,12:00,Cyclonic Storm,77,975,8.0,79.7,78,19,4,50,26,1.4,1.8,1.225
20-Dec,6:00,Depression,106,982,19.7,79.9,98,23,14,75,13,1.2,1.9,1.225
20-Dec,18:00,Low Pressure Area,185,966,12.7,80.6,76,9,14,54,25,0.8,0.8,1.225
21-Dec,0:00,Severe Cyclonic Storm,193,968,17.8,73.7,96,24,7,25,25,0.7,1.3,1.225
21-Dec,18:00,Low Pressure Area,180,939,18.1,73.2,85,18,6,36,14,0.8,1.8,1.225
21-Dec,0:00,Very Severe Cyclonic Storm,135,958,16.4,74.5,86,23,10,42,23,0.7,1.6,1.225
21-Dec,18:00,Extremely Severe Cyclonic Storm,195,945,11.4,79.2,87,17,10,32,15,1.1,1.2,1.225
22-Dec,6:00,Severe Cyclonic Storm,167,956,16.1,80.0,80,12,9,46,10,0.4,1.3,1.225
22-Dec,18:00,Low Pressure Area,61,957,14.6,81.6,87,5,9,5,13,0.7,1.3,1.225
22-Dec,12:00,Cyclonic Storm,137,982,10.7,73.7,81,16,4,85,11,0.4,1.7,1.225
22-Dec,6:00,Low Pressure Area,115,956,13.8,80.6,92,8,14,25,17,0.3,1.2,1.225
23-Dec,0:00,Extremely Severe Cyclonic Storm,115,956,11.5,74.9,85,19,7,16,17,0.4,0.2,1.225
23-Dec,6:00,Disturbance,83,1001,18.0,77.9,96,15,7,94,14,0.4,1.1,1.225
23-Dec,0:00,Disturbance,103,992,19.5,84.2,94,24,0,40,20,0.8,0.2,1.225
23-Dec,12:00,Very Severe Cyclonic Storm,85,985,17.3,83.0,79,25,12,58,11,1.0,1.4,1.225
24-Dec,0:00,Depression,78,955,17.9,82.4,75,5,5,4,12,0.4,1.0,1.225
24-Dec,0:00,Depression,184,952,14.4,76.4,92,11,12,94,19,0.8,1.8,1.225
24-Dec,12:00,Low Pressure Area,134,962,19.4,79.7,86,18,3,95,26,1.1,1.7,1.225
24-Dec,6:00,Severe Cyclonic Storm,149,1001,10.4,76.1,80,11,7,52,12,1.0,1.8,1.225
25-Dec,12:00,Disturbance,104,998,10.4,77.3,89,17,4,16,27,0.1,0.1,1.225
25-Dec,0:00,Severe Cyclonic Storm,76,958,14.4,75.5,75,10,3,89,17,0.8,1.3,1.225
25-Dec,18:00,Very Severe Cyclonic Storm,59,994,9.5,80.7,75,15,7,52,13,1.0,0.4,1.225
25-Dec,6:00,Depression,141,988,16.3,80.0,97,16,12,24,22,1.2,1.2,1.225
26-Dec,0:00,Disturbance,64,991,15.5,75.8,78,11,10,82,19,1.4,1.9,1.225
26-Dec,12:00,Disturbance,44,950,15.9,75.8,77,16,14,28,25,0.6,0.6,1.225
26-Dec,0:00,Very Severe Cyclonic Storm,179,955,12.6,74.0,81,6,2,76,13,1.2,1.4,1.225
26-Dec,6:00,Cyclonic Storm,172,965,14.0,74.4,81,7,1,32,10,0.3,1.5,1.225
27-Dec,0:00,Disturbance,185,958,18.3,79.8,92,19,9,96,24,0.7,0.9,1.225
27-Dec,18:00,Depression,165,993,13.4,77.8,89,7,9,85,21,0.7,0.7,1.225
27-Dec,0:00,Extremely Severe Cyclonic Storm,98,974,15.0,73.3,97,13,13,49,27,0.6,1.1,1.225
27-Dec,12:00,Extremely Severe Cyclonic Storm,37,947,18.8,80.2,82,18,13,1,16,0.8,0.9,1.225
28-Dec,12:00,Depression,87,998,14.4,80.2,80,20,13,14,22,1.2,1.5,1.225
28-Dec,12:00,Depression,53,951,17.2,76.5,77,18,2,50,26,1.2,1.5,1.225
28-Dec,0:00,Depression,156,935,14.0,78.5,76,18,6,99,11,1.0,0.3,1.225
28-Dec,12:00,Very Severe Cyclonic Storm,61,983,16.3,79.8,75,5,14,17,21,0.4,1.7,1.225
29-Dec,18:00,Severe Cyclonic Storm,198,994,18.2,77.3,79,11,6,42,15,0.4,1.5,1.225
29-Dec,12:00,Severe Cyclonic Storm,65,940,14.3,80.9,95,12,4,58,27,0.6,1.3,1.225
29-Dec,6:00,Severe Cyclonic Storm,204,953,14.5,81.6,95,17,0,19,18,0.5,1.0,1.225
29-Dec,0:00,Extremely Severe Cyclonic Storm,93,1000,13.0,73.7,81,11,9,57,11,0.5,0.9,1.225
30-Dec,6:00,Very Severe Cyclonic Storm,172,990,15.0,76.2,82,20,14,36,22,1.4,1.6,1.225
30-Dec,12:00,Disturbance,192,939,19.4,73.0,95,21,14,41,26,1.1,1.9,1.225
30-Dec,18:00,Extremely Severe Cyclonic Storm,74,952,9.6,82.4,91,13,2,80,20,1.5,0.5,1.225
30-Dec,0:00,Depression,104,987,13.9,82.0,82,11,12,46,20,1.2,1.2,1.225
31-Dec,6:00,Severe Cyclonic Storm,147,990,17.7,77.1,80,21,14,67,11,0.9,0.7,1.225
31-Dec,18:00,Depression,198,988,18.9,80.7,93,20,6,60,24,0.5,1.0,1.225
31-Dec,18:00,Low Pressure Area,135,944,14.6,77.4,75,19,8,72,25,1.1,0.4,1.225
31-Dec,12:00,Depression,115,1000,14.9,78.5,75,18,0,37,23,0.6,1.0,1.225
01-Jan,6:00,Extremely Severe Cyclonic Storm,149,941,9.1,84.7,79,6,0,35,10,1.2,1.9,1.225
01-Jan,18:00,Severe Cyclonic Storm,42,938,10.2,76.7,75,22,11,60,23,0.6,1.6,1.225
01-Jan,6:00,Extremely Severe Cyclonic Storm,36,939,19.3,84.7,96,15,7,49,22,1.5,1.2,1.225
01-Jan,12:00,Depression,193,976,14.0,77.4,94,26,3,26,18,1.0,0.8,1.225
02-Jan,18:00,Depression,67,951,18.9,73.3,99,15,1,13,16,1.1,1.9,1.225
02-Jan,6:00,Depression,177,965,9.9,80.3,98,5,8,94,23,0.7,1.7,1.225
02-Jan,0:00,Disturbance,182,943,12.5,84.3,79,12,4,76,10,0.5,1.4,1.225
02-Jan,18:00,Disturbance,179,939,8.5,78.1,76,5,10,40,10,0.6,0.3,1.225
03-Jan,18:00,Extremely Severe Cyclonic Storm,167,964,18.1,75.2,82,14,0,10,13,0.5,0.3,1.225
03-Jan,18:00,Extremely Severe Cyclonic Storm,183,960,16.8,78.1,79,10,3,73,24,1.0,0.5,1.225
03-Jan,18:00,Disturbance,171,972,9.5,78.5,88,13,12,76,13,1.0,1.4,1.225
03-Jan,18:00,Severe Cyclonic Storm,116,961,13.5,75.7,97,7,1,59,13,0.2,1.7,1.225
04-Jan,6:00,Low Pressure Area,117,985,15.4,83.7,78,26,14,64,17,1.5,1.8,1.225
04-Jan,0:00,Depression,179,993,18.9,83.0,78,17,13,10,24,1.5,0.9,1.225
04-Jan,0:00,Depression,105,941,9.6,83.0,81,14,1,62,18,0.3,1.2,1.225
04-Jan,0:00,Depression,48,971,11.7,77.6,86,15,8,65,10,0.6,0.3,1.225
05-Jan,18:00,Cyclonic Storm,172,956,12.2,84.4,83,27,9,51,19,1.3,0.6,1.225
05-Jan,6:00,Depression,116,969,16.9,84.3,84,20,12,72,26,1.4,0.5,1.225
05-Jan,18:00,Depression,57,945,8.1,82.7,96,8,2,95,14,1.2,1.8,1.225
05-Jan,12:00,Severe Cyclonic Storm,138,941,15.2,73.5,90,16,11,67,25,1.2,1.3,1.225
06-Jan,12:00,Disturbance,101,994,8.0,73.5,97,24,6,67,24,0.4,1.5,1.225
06-Jan,12:00,Severe Cyclonic Storm,131,970,15.3,77.9,82,11,11,54,20,1.2,0.6,1.225
06-Jan,12:00,Depression,107,954,18.6,76.5,94,24,1,84,15,0.1,1.3,1.225
06-Jan,18:00,Extremely Severe Cyclonic Storm,53,977,15.0,81.6,95,9,8,65,17,1.1,2.0,1.225
07-Jan,0:00,Disturbance,77,956,19.1,84.1,81,15,0,29,13,1.0,0.9,1.225
07-Jan,6:00,Severe Cyclonic Storm,58,961,19.2,73.3,98,24,3,92,13,1.3,1.8,1.225
07-Jan,0:00,Extremely Severe Cyclonic Storm,111,970,9.4,84.8,82,17,5,36,20,0.7,0.3,1.225
07-Jan,18:00,Very Severe Cyclonic Storm,108,938,15.0,81.2,92,6,3,75,19,1.2,0.4,1.225
08-Jan,12:00,Low Pressure Area,160,978,11.8,77.4,94,23,4,96,18,1.2,1.5,1.225
08-Jan,12:00,Depression,137,1001,17.8,73.1,94,21,11,59,18,1.3,0.9,1.225
08-Jan,6:00,Severe Cyclonic Storm,50,962,13.7,76.0,98,8,13,6,10,0.1,0.8,1.225
08-Jan,18:00,Severe Cyclonic Storm,94,964,11.2,78.2,81,6,13,88,19,0.4,1.2,1.225
09-Jan,0:00,Disturbance,216,982,12.4,79.8,75,10,14,34,16,1.0,1.5,1.225
09-Jan,12:00,Disturbance,38,988,8.4,74.1,82,5,11,13,24,1.4,1.1,1.225
09-Jan,6:00,Low Pressure Area,193,981,14.3,75.1,88,27,4,68,11,0.4,0.8,1.225
09-Jan,0:00,Low Pressure Area,58,945,13.4,80.7,93,18,13,65,13,1.1,0.3,1.225
10-Jan,12:00,Very Severe Cyclonic Storm,70,953,15.4,81.7,88,5,4,85,18,0.5,1.6,1.225
10-Jan,18:00,Extremely Severe Cyclonic Storm,124,967,11.3,84.0,77,6,6,47,25,0.9,0.6,1.225
10-Jan,18:00,Severe Cyclonic Storm,150,972,16.6,83.7,91,26,7,24,26,1.4,1.6,1.225
10-Jan,6:00,Very Severe Cyclonic Storm,209,941,15.4,75.9,98,4,10,75,18,1.3,0.4,1.225
11-Jan,0:00,Very Severe Cyclonic Storm,91,941,17.4,76.4,96,21,6,43,24,1.0,1.6,1.225
11-Jan,6:00,Low Pressure Area,140,946,17.6,83.0,91,18,7,42,23,1.4,1.0,1.225
11-Jan,6:00,Disturbance,185,936,12.0,79.4,77,11,11,27,16,1.2,0.6,1.225
11-Jan,0:00,Very Severe Cyclonic Storm,141,964,15.2,75.7,89,22,5,89,15,1.1,0.7,1.225
12-Jan,0:00,Depression,54,962,18.2,79.3,82,25,4,64,18,1.0,1.0,1.225
12-Jan,0:00,Depression,70,963,14.0,74.7,76,13,13,61,26,1.1,0.1,1.225
12-Jan,18:00,Disturbance,98,955,9.5,77.1,89,14,11,28,15,0.6,2.0,1.225
12-Jan,12:00,Cyclonic Storm,151,991,15.5,83.1,99,16,1,58,17,1.2,1.0,1.225
13-Jan,18:00,Very Severe Cyclonic Storm,73,973,9.9,74.8,84,13,5,92,14,1.1,0.9,1.225
13-Jan,6:00,Low Pressure Area,56,976,16.8,76.8,85,14,8,7,13,1.0,1.4,1.225
13-Jan,12:00,Cyclonic Storm,80,980,13.9,81.1,81,11,3,64,27,0.5,1.7,1.225
13-Jan,12:00,Extremely Severe Cyclonic Storm,63,978,17.0,73.8,92,27,14,90,11,1.2,0.3,1.225
14-Jan,0:00,Depression,61,994,13.4,83.5,82,24,2,35,14,1.3,0.7,1.225
14-Jan,0:00,Low Pressure Area,142,980,16.4,74.5,97,18,8,6,10,0.8,1.8,1.225
14-Jan,6:00,Extremely Severe Cyclonic Storm,97,952,8.5,81.3,80,23,7,79,12,1.4,0.8,1.225
14-Jan,18:00,Very Severe Cyclonic Storm,209,943,13.0,81.5,98,12,11,47,15,1.1,1.3,1.225
15-Jan,0:00,Severe Cyclonic Storm,196,939,17.0,78.1,99,22,11,24,26,0.7,1.2,1.225
15-Jan,6:00,Cyclonic Storm,170,979,19.5,85.0,78,13,14,76,11,0.1,1.3,1.225
15-Jan,18:00,Very Severe Cyclonic Storm,159,951,9.8,78.8,82,10,4,97,18,0.9,2.0,1.225
15-Jan,6:00,Depression,114,945,11.8,76.1,84,13,8,4,26,1.5,0.7,1.225
16-Jan,12:00,Low Pressure Area,59,988,9.7,76.9,91,25,2,41,20,1.0,0.8,1.225
16-Jan,6:00,Disturbance,82,995,11.4,81.2,91,6,0,54,26,0.5,0.5,1.225
16-Jan,18:00,Very Severe Cyclonic Storm,51,992,10.3,82.9,86,8,2,48,11,1.0,2.0,1.225
16-Jan,0:00,Very Severe Cyclonic Storm,170,980,15.7,74.2,87,8,2,66,15,0.4,0.8,1.225
